A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
0.0,21.82999992370605,1.5399999618530271,0.0,0.0,5.0,0.0,0.0850000008940696,1.0,1.0,0.0,0.0,0.0,356.0,0.0,1
1.0,18.920000076293945,9.0,0.0,0.0,12.0,0.0,0.75,0.0,0.0,2.0,1.0,0.0,88.0,591.0,0
0.0,43.16999816894531,2.25,0.0,0.0,3.0,2.0,0.75,0.0,1.0,0.0,1.0,0.0,560.0,0.0,1
1.0,68.66999816894531,15.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,3376.0,0
1.0,69.5,6.0,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1
0.0,28.57999992370605,3.625,0.0,0.0,12.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,100.0,0.0,1
0.0,35.0,2.5,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,210.0,0.0,1
1.0,24.75,3.0,0.0,0.0,8.0,1.0,1.8350000381469729,0.0,0.0,19.0,1.0,0.0,0.0,500.0,0
0.0,47.16999816894531,5.835000038146973,0.0,0.0,9.0,0.0,5.5,1.0,1.0,0.0,1.0,0.0,465.0,150.0,1
0.0,35.58000183105469,0.75,0.0,0.0,5.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,231.0,0.0,1
0.0,24.32999992370605,6.625,1.0,1.0,1.0,0.0,5.5,0.0,1.0,0.0,0.0,2.0,100.0,0.0,0
0.0,26.32999992370605,13.0,0.0,0.0,11.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,1110.0,1
0.0,31.0,2.0850000381469727,0.0,0.0,0.0,0.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,300.0,0.0,1
0.0,20.170000076293945,9.25,0.0,0.0,0.0,0.0,1.6649999618530271,0.0,0.0,3.0,0.0,0.0,40.0,28.0,0
0.0,19.0,1.75,1.0,1.0,0.0,0.0,2.3350000381469727,1.0,1.0,0.0,0.0,0.0,112.0,6.0,1
1.0,64.08000183105469,0.1650000065565109,0.0,0.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,232.0,100.0,0
0.0,18.170000076293945,2.4600000381469727,0.0,0.0,0.0,4.0,0.959999978542328,1.0,0.0,2.0,0.0,0.0,160.0,587.0,1
0.0,24.420000076293945,12.335000038146973,0.0,0.0,8.0,1.0,1.5850000381469729,0.0,1.0,0.0,0.0,0.0,120.0,0.0,0
0.0,26.75,2.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,80.0,0.0,1
0.0,0.0,5.0,1.0,1.0,12.0,0.0,8.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.0,29.25,13.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,228.0,0.0,1
0.0,18.170000076293945,10.25,0.0,0.0,0.0,1.0,1.0850000381469729,1.0,1.0,0.0,1.0,0.0,320.0,13.0,1
1.0,57.58000183105469,2.0,0.0,0.0,13.0,7.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1
0.0,22.25,9.0,0.0,0.0,12.0,0.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,30.0,5.289999961853027,0.0,0.0,11.0,6.0,2.25,0.0,0.0,5.0,0.0,0.0,99.0,500.0,0
0.0,40.0,6.5,0.0,0.0,12.0,2.0,3.5,0.0,0.0,1.0,1.0,0.0,0.0,500.0,0
0.0,34.41999816894531,4.25,0.0,0.0,3.0,2.0,3.25,0.0,0.0,2.0,1.0,0.0,274.0,610.0,0
0.0,36.5,4.25,0.0,0.0,8.0,0.0,3.5,1.0,1.0,0.0,1.0,0.0,454.0,50.0,1
0.0,34.16999816894531,5.25,0.0,0.0,9.0,0.0,0.0850000008940696,1.0,1.0,0.0,0.0,0.0,290.0,6.0,0
0.0,20.170000076293945,8.170000076293945,0.0,0.0,12.0,0.0,1.9600000381469729,0.0,0.0,14.0,1.0,0.0,60.0,158.0,0
0.0,47.66999816894531,0.2899999916553497,0.0,0.0,0.0,2.0,15.0,0.0,0.0,20.0,1.0,0.0,0.0,15000.0,0
0.0,24.5,12.75,0.0,0.0,0.0,2.0,4.75,0.0,0.0,2.0,1.0,0.0,73.0,444.0,0
0.0,18.07999992370605,6.75,1.0,1.0,6.0,0.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,140.0,0.0,1
0.0,37.5,1.125,1.0,1.0,1.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,431.0,0.0,0
0.0,29.420000076293945,1.25,0.0,0.0,0.0,1.0,0.25,1.0,0.0,2.0,0.0,0.0,400.0,108.0,1
1.0,35.16999816894531,3.75,0.0,0.0,13.0,7.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,200.0,1
1.0,19.5,0.1650000065565109,0.0,0.0,8.0,0.0,0.0399999991059303,1.0,1.0,0.0,0.0,0.0,380.0,0.0,1
0.0,23.75,12.0,0.0,0.0,0.0,0.0,2.0850000381469727,1.0,1.0,0.0,1.0,2.0,80.0,0.0,1
1.0,40.33000183105469,7.539999961853027,1.0,1.0,8.0,1.0,8.0,0.0,0.0,14.0,1.0,0.0,0.0,2300.0,0
0.0,39.16999816894531,1.625,0.0,0.0,0.0,0.0,1.5,0.0,0.0,10.0,1.0,0.0,186.0,4700.0,0
1.0,52.16999816894531,0.0,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,27.170000076293945,1.25,0.0,0.0,13.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,92.0,300.0,1
0.0,31.25,2.8350000381469727,0.0,0.0,13.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,176.0,146.0,1
0.0,27.25,1.6649999618530271,0.0,0.0,2.0,1.0,5.085000038146973,0.0,0.0,9.0,1.0,0.0,399.0,827.0,0
0.0,21.82999992370605,11.0,0.0,0.0,10.0,0.0,0.2899999916553497,0.0,0.0,6.0,1.0,0.0,121.0,0.0,0
1.0,45.83000183105469,10.5,0.0,0.0,8.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0
1.0,36.75,4.710000038146973,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,0.0,1
1.0,49.0,1.5,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,27.0,1
1.0,46.66999816894531,0.4600000083446502,0.0,0.0,2.0,1.0,0.4149999916553497,0.0,0.0,11.0,0.0,0.0,440.0,6.0,0
0.0,41.58000183105469,1.75,0.0,0.0,5.0,0.0,0.209999993443489,0.0,1.0,0.0,1.0,0.0,160.0,0.0,1
0.0,73.41999816894531,17.75,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,27.75,1.2899999618530271,0.0,0.0,5.0,1.0,0.25,1.0,1.0,0.0,0.0,2.0,140.0,0.0,1
0.0,22.5,0.125,1.0,1.0,5.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,200.0,70.0,1
1.0,28.670000076293945,1.0399999618530271,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,300.0,1430.0,0
0.0,47.83000183105469,4.164999961853027,0.0,0.0,10.0,2.0,0.0850000008940696,1.0,1.0,0.0,0.0,0.0,520.0,0.0,1
1.0,23.0,1.8350000381469729,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,200.0,53.0,1
1.0,35.75,0.915000021457672,0.0,0.0,12.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,1583.0,0
0.0,47.33000183105469,6.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,228.0,1
1.0,15.75,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,120.0,18.0,1
0.0,33.16999816894531,2.25,1.0,1.0,2.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,200.0,141.0,1
0.0,36.16999816894531,18.125,0.0,0.0,9.0,0.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,320.0,3552.0,1
0.0,25.170000076293945,3.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,1.0,1.0,0.0,0.0,22.0,1
1.0,24.32999992370605,2.5,1.0,1.0,3.0,2.0,4.5,1.0,1.0,0.0,1.0,0.0,200.0,456.0,1
0.0,32.08000183105469,4.0,1.0,1.0,2.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,120.0,0.0,1
1.0,26.07999992370605,8.664999961853027,0.0,0.0,12.0,0.0,1.4149999618530271,0.0,1.0,0.0,1.0,0.0,160.0,150.0,0
0.0,33.58000183105469,0.3350000083446502,1.0,1.0,2.0,0.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,180.0,0.0,1
1.0,25.57999992370605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
1.0,41.33000183105469,1.0,0.0,0.0,3.0,2.0,2.25,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0
0.0,28.670000076293945,14.5,0.0,0.0,1.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,286.0,1
0.0,33.0,2.5,1.0,1.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,280.0,0.0,1
0.0,39.91999816894531,5.0,0.0,0.0,3.0,2.0,0.209999993443489,1.0,1.0,0.0,1.0,0.0,550.0,0.0,1
1.0,41.16999816894531,6.5,0.0,0.0,8.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,145.0,0.0,0
1.0,31.25,3.75,0.0,0.0,2.0,1.0,0.625,0.0,0.0,9.0,0.0,0.0,181.0,0.0,0
1.0,22.25,1.25,1.0,1.0,13.0,7.0,3.25,1.0,1.0,0.0,1.0,0.0,280.0,0.0,1
1.0,47.0,13.0,0.0,0.0,3.0,2.0,5.164999961853027,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0
1.0,40.33000183105469,8.125,1.0,1.0,5.0,0.0,0.1650000065565109,1.0,0.0,2.0,1.0,0.0,0.0,18.0,1
0.0,30.82999992370605,0.0,0.0,0.0,9.0,0.0,1.25,0.0,0.0,1.0,1.0,0.0,202.0,0.0,0
0.0,28.75,1.5,1.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,225.0,1
0.0,55.91999816894531,11.5,0.0,0.0,13.0,7.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,8851.0,0
0.0,43.25,3.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,11.0,1.0,0.0,80.0,0.0,0
0.0,80.25,5.5,0.0,0.0,0.0,0.0,0.5400000214576721,0.0,1.0,0.0,1.0,0.0,0.0,340.0,1
0.0,36.41999816894531,0.75,1.0,1.0,1.0,0.0,0.5849999785423279,1.0,1.0,0.0,1.0,0.0,240.0,3.0,1
0.0,22.07999992370605,11.0,0.0,0.0,2.0,0.0,0.6650000214576721,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0
0.0,42.25,1.75,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,150.0,1.0,1
0.0,18.82999992370605,0.0,0.0,0.0,8.0,0.0,0.6650000214576721,1.0,1.0,0.0,1.0,0.0,160.0,1.0,1
0.0,34.91999816894531,2.5,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,200.0,0
1.0,33.08000183105469,1.625,0.0,0.0,1.0,0.0,0.5400000214576721,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,38.41999816894531,0.7049999833106995,0.0,0.0,0.0,0.0,0.375,1.0,0.0,2.0,1.0,0.0,225.0,500.0,1
0.0,25.75,0.5,0.0,0.0,0.0,0.0,1.4600000381469729,0.0,0.0,5.0,0.0,0.0,312.0,0.0,0
1.0,18.82999992370605,9.5,0.0,0.0,9.0,0.0,1.625,0.0,0.0,6.0,0.0,0.0,40.0,600.0,0
0.0,34.75,15.0,0.0,0.0,7.0,4.0,5.375,0.0,0.0,9.0,0.0,0.0,0.0,134.0,0
0.0,29.25,14.789999961853027,0.0,0.0,12.0,0.0,5.039999961853027,0.0,0.0,5.0,0.0,0.0,168.0,0.0,0
0.0,35.0,3.375,0.0,0.0,0.0,1.0,8.289999961853027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,29.82999992370605,3.5,0.0,0.0,0.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,0.0,216.0,0.0,1
1.0,21.920000076293945,11.664999961853027,0.0,0.0,5.0,1.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,320.0,5.0,1
1.0,56.83000183105469,4.25,1.0,1.0,13.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1
0.0,23.57999992370605,0.8349999785423279,0.0,0.0,3.0,1.0,0.0850000008940696,1.0,1.0,0.0,0.0,0.0,220.0,5.0,1
0.0,20.75,5.085000038146973,1.0,1.0,4.0,0.0,0.2899999916553497,1.0,1.0,0.0,1.0,0.0,140.0,184.0,1
0.0,23.25,12.625,0.0,0.0,0.0,0.0,0.125,1.0,0.0,2.0,1.0,0.0,0.0,5552.0,1
0.0,23.0,0.625,1.0,1.0,12.0,0.0,0.125,0.0,1.0,0.0,1.0,0.0,180.0,1.0,1
0.0,39.91999816894531,6.210000038146973,0.0,0.0,8.0,0.0,0.0399999991059303,0.0,0.0,1.0,1.0,0.0,200.0,300.0,0
0.0,16.329999923706055,2.75,0.0,0.0,12.0,0.0,0.6650000214576721,1.0,0.0,1.0,1.0,0.0,80.0,21.0,1
0.0,22.170000076293945,12.125,0.0,0.0,0.0,0.0,3.3350000381469727,1.0,0.0,2.0,0.0,0.0,180.0,173.0,1
0.0,28.32999992370605,5.0,0.0,0.0,9.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0
1.0,25.75,0.5,0.0,0.0,0.0,1.0,0.875,0.0,1.0,0.0,0.0,0.0,491.0,0.0,0
0.0,67.75,5.5,0.0,0.0,11.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,28.170000076293945,0.375,0.0,0.0,8.0,0.0,0.5849999785423279,0.0,0.0,4.0,1.0,0.0,80.0,0.0,0
1.0,22.5,0.4149999916553497,0.0,0.0,3.0,0.0,0.3350000083446502,1.0,1.0,0.0,0.0,2.0,144.0,0.0,1
0.0,25.5,0.375,0.0,0.0,6.0,0.0,0.25,0.0,0.0,3.0,1.0,0.0,260.0,15108.0,0
1.0,32.33000183105469,0.5400000214576721,0.0,0.0,2.0,0.0,0.0399999991059303,0.0,1.0,0.0,1.0,0.0,440.0,11177.0,0
0.0,24.07999992370605,0.875,0.0,0.0,6.0,0.0,0.0850000008940696,1.0,0.0,4.0,1.0,0.0,254.0,1950.0,1
0.0,34.16999816894531,2.75,0.0,0.0,3.0,2.0,2.5,1.0,1.0,0.0,0.0,0.0,232.0,200.0,1
0.0,25.57999992370605,0.3350000083446502,0.0,0.0,5.0,1.0,3.5,1.0,1.0,0.0,0.0,0.0,340.0,0.0,1
0.0,23.25,1.0,0.0,0.0,0.0,0.0,0.8349999785423279,0.0,1.0,0.0,1.0,2.0,300.0,0.0,0
0.0,39.5,4.25,0.0,0.0,0.0,2.0,6.5,0.0,0.0,16.0,1.0,0.0,117.0,1210.0,0
0.0,19.32999992370605,10.914999961853027,0.0,0.0,0.0,2.0,0.5849999785423279,1.0,0.0,2.0,0.0,0.0,200.0,7.0,1
0.0,21.07999992370605,4.125,1.0,1.0,3.0,1.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,140.0,100.0,1
1.0,25.32999992370605,2.0850000381469727,0.0,0.0,0.0,1.0,2.75,0.0,1.0,0.0,0.0,0.0,360.0,1.0,1
0.0,23.25,4.0,0.0,0.0,0.0,2.0,0.25,0.0,1.0,0.0,0.0,0.0,160.0,0.0,0
0.0,25.170000076293945,3.5,0.0,0.0,2.0,0.0,0.625,0.0,0.0,7.0,1.0,0.0,0.0,7059.0,0
0.0,16.170000076293945,0.0399999991059303,0.0,0.0,0.0,0.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,26.920000076293945,2.25,0.0,0.0,3.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,640.0,4000.0,1
0.0,28.0,3.0,0.0,0.0,9.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,300.0,67.0,1
0.0,25.25,1.0,0.0,0.0,12.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,200.0,0.0,1
0.0,16.079999923706055,0.75,0.0,0.0,0.0,0.0,1.75,0.0,0.0,5.0,0.0,0.0,352.0,690.0,0
0.0,33.16999816894531,1.0399999618530271,0.0,0.0,7.0,1.0,6.5,0.0,1.0,0.0,0.0,0.0,164.0,31285.0,0
0.0,20.5,10.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,1.0,2.0,40.0,0.0,0
0.0,58.58000183105469,2.7100000381469727,0.0,0.0,0.0,0.0,2.414999961853028,1.0,1.0,0.0,0.0,0.0,320.0,0.0,1
0.0,43.25,25.209999084472656,0.0,0.0,8.0,1.0,0.209999993443489,0.0,0.0,1.0,1.0,0.0,760.0,90.0,1
1.0,32.0,6.0,0.0,0.0,1.0,0.0,1.25,1.0,1.0,0.0,1.0,0.0,272.0,0.0,1
0.0,36.16999816894531,5.5,0.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,210.0,687.0,1
0.0,22.57999992370605,10.039999961853027,0.0,0.0,10.0,0.0,0.0399999991059303,0.0,0.0,9.0,1.0,0.0,60.0,396.0,0
0.0,18.5,2.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,2.0,1.0,0.0,120.0,300.0,0
0.0,34.0,5.085000038146973,1.0,1.0,3.0,2.0,1.0850000381469729,1.0,1.0,0.0,0.0,0.0,480.0,0.0,1
1.0,25.420000076293945,1.125,0.0,0.0,8.0,0.0,1.2899999618530271,0.0,0.0,2.0,1.0,0.0,200.0,0.0,1
1.0,53.33000183105469,0.1650000065565109,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,62.0,27.0,1
1.0,20.420000076293945,0.8349999785423279,0.0,0.0,8.0,0.0,1.5850000381469729,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,29.57999992370605,1.75,1.0,1.0,5.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,280.0,0.0,1
0.0,32.75,2.3350000381469727,0.0,0.0,1.0,1.0,5.75,1.0,1.0,0.0,0.0,0.0,292.0,0.0,1
0.0,52.33000183105469,1.375,1.0,1.0,0.0,1.0,9.460000038146973,0.0,1.0,0.0,0.0,0.0,200.0,100.0,1
0.0,19.170000076293945,0.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,500.0,1.0,0
0.0,51.33000183105469,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1249.0,0
1.0,36.58000183105469,0.2899999916553497,0.0,0.0,13.0,7.0,0.0,1.0,0.0,10.0,1.0,0.0,200.0,18.0,1
1.0,21.75,1.75,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,0.0,1
0.0,22.670000076293945,0.1650000065565109,0.0,0.0,0.0,3.0,2.25,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0
0.0,48.33000183105469,12.0,0.0,0.0,6.0,0.0,16.0,0.0,1.0,0.0,1.0,2.0,110.0,0.0,0
